"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"73","",1366,"Upper Centre",1.988,32.527,"UNKNOWN","Uganda","UGA","Africa",5,1992,5,1992,0,14,90,22,0.2444,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"74","",14230,"Nagongera",0.7564,34.0101,"RURAL","Uganda","UGA","Africa",9,1999,11,1999,1,9,117,106,0.906,"P. falciparum","Microscopy","",NA,"true","true","","Talisuna, A.O., Langi, P., Bakyaita, N., Egwang, T., Mutabingwa, T.K., Watkins, W., Van Marck, E. and D'Alessandro, U. (2002).  <b>Intensity of malaria transmission, antimalarial-drug use and resistance in Uganda: what is the relationship between these three factors?.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>96</b>(3):310-7","Talisuna, A.O., . (2002) personal communication.",NA
"75","",2132,"Singira C Primary School",-0.1506,33.7163,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,5,15,41,20,0.4878,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"76","",14229,"Kihihi",-0.6288,29.677,"RURAL","Uganda","UGA","Africa",9,1999,11,1999,1,9,58,25,0.431,"P. falciparum","Microscopy","",NA,"true","true","","Talisuna, A.O., Langi, P., Bakyaita, N., Egwang, T., Mutabingwa, T.K., Watkins, W., Van Marck, E. and D'Alessandro, U. (2002).  <b>Intensity of malaria transmission, antimalarial-drug use and resistance in Uganda: what is the relationship between these three factors?.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>96</b>(3):310-7","Talisuna, A.O., . (2002) personal communication.",NA
"77","",22214,"Kajumiro",0.4764,30.1771,"UNKNOWN","Uganda","UGA","Africa",7,1992,7,1992,0,99,50,11.1,0.222,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Not found in the legacy system.</i> . . ","",NA
"78","",10425,"Igamba",0.9467,33.1211,"UNKNOWN","Uganda","UGA","Africa",8,1994,8,1994,1,12,23,9,0.3913,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"79","",7181,"Selinyabi Primary School",0.0581,33.6069,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,5,15,65,31,0.4769,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"81","",4832,"Kakosi Primary School",1.9165,33.5881,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,65,32,0.4923,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"82","",9307,"Kororo Primary School",-0.7024,29.6761,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,66,24,0.3636,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"83","",15335,"Lochengenge",1.9433,34.9622,"UNKNOWN","Uganda","UGA","Africa",6,2006,9,2006,4,34,4,3,0.75,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",NA
"84","",5826,"Kasima 1 Primary School",0.4278,33.2664,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,5,16,55,31,0.5636,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"85","",21375,"Nabirumba",1.032,33.184,"UNKNOWN","Uganda","UGA","Africa",6,1992,6,1992,1,10,21,14,0.6667,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"86","",19560,"Amombo",2.271,32.672,"UNKNOWN","Uganda","UGA","Africa",5,1992,5,1992,0,14,127,39,0.3071,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"87","",5576,"Senyondo Primary School",0.0058,32.2043,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,5,14,54,31,0.5741,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"88","",16650,"Bugoodo Primary School",0.5644,33.3298,"UNKNOWN","Uganda","UGA","Africa",9,2009,9,2009,8,16,99,87,0.8788,"P. falciparum","Microscopy","",NA,"true","true","","Talisuna, A., . (2009) personal communication.","",NA
"89","",4243,"Kananansi Primary School",-0.518,32.1428,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,10,13,13,0,0,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"90","",928,"Katwe I (Makindy Division)",0.3011,32.5744,"URBAN","Uganda","UGA","Africa",5,1992,5,1992,0,99,14,3,0.2143,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"91","",14509,"Anamwany Primary School",1.7053,32.7663,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,64,31,0.4844,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"92","",6877,"Njoga Primary School",-0.3648,32.2388,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,3,11,14,0,0,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"93","",17506,"Mulago III",0.351,32.582,"URBAN","Uganda","UGA","Africa",10,2005,10,2005,1,6,437,36,0.0824,"P. falciparum","Microscopy","",NA,"true","true","","Staedke, S.G., Mwebaza, N., Kamya, M.R., Clark, T.D., Dorsey, G., Rosenthal, P.J. and Whitty, C.J. (2009).  <b>Home management of malaria with artemether-lumefantrine compared with standard care in urban Ugandan children: a randomised controlled trial.</b> <i>The Lancet</i>, <b>373</b>(9675):1623-31","",NA
"94","",20328,"Mulungu Lake Victoria (Makindy Division)",0.2627,32.6052,"URBAN","Uganda","UGA","Africa",5,1992,5,1992,0,99,24,11,0.4583,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"95","",8205,"Bwondha",0.943,33.1211,"UNKNOWN","Uganda","UGA","Africa",7,1992,7,1992,1,9,20,8,0.4,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"96","",17762,"Wango",0.1,33.5167,"UNKNOWN","Uganda","UGA","Africa",8,1992,8,1992,1,9,21,13,0.619,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"97","",12466,"Mulanda Ayago",0.6967,34.017,"RURAL","Uganda","UGA","Africa",12,2008,12,2008,0,15,425,119,0.28,"P. falciparum","Microscopy","",NA,"true","true","","Pullan, RL, Bukirwa, H, Staedke, SG, Snow, RW and Brooker, S (2010).  <b><i>Plasmodium</i> infection and its risk factors in eastern Uganda.</b> <i>Malaria Journal</i>, <b>9</b>(0):2","",NA
"98","",906,"Bukani Primary School",0.1432,33.8205,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,3,15,58,40,0.6897,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"99","",3809,"Sunga Boys",1.8515,32.4536,"UNKNOWN","Uganda","UGA","Africa",5,1992,5,1992,0,14,39,11,0.2821,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"100","",16175,"Balitta - Lwagi Primary School",0.85,32.566,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,17,58,27,0.4655,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"102","",11984,"Akuki East",2.221,32.509,"UNKNOWN","Uganda","UGA","Africa",5,1992,5,1992,0,14,56,23,0.4107,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"103","",21978,"Kyeya Primary School",0.9683,33.2278,"UNKNOWN","Uganda","UGA","Africa",9,2009,9,2009,7,15,98,61,0.6224,"P. falciparum","Microscopy","",NA,"true","true","","Talisuna, A., . (2009) personal communication.","",NA
"104","",16871,"Kiseitaka",0.616,33.749,"UNKNOWN","Uganda","UGA","Africa",8,1996,8,1996,1,13,34,25,0.7353,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"105","",10731,"Nsanje Primary School",0.8186,31.9659,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,66,28,0.4242,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"106","",21088,"Lurujo Primary School",3.3621,31.1195,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,66,37,0.5606,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"107","",9911,"Rwemisanga",1.2254,30.8253,"RURAL","Uganda","UGA","Africa",10,1995,10,1995,7,10,102,49,0.4804,"P. falciparum","Microscopy","",NA,"true","true","","Ndyomugyenyi, R. and Magnussen, P. (1997).  <b>In vivo sensitivity of <i>Plasmodium falciparum</i> to chloroquine and sulfadoxine-pyrimethamine in school children in Hoima district, western Uganda.</b> <i>Acta Tropica</i>, <b>66</b>(3):137-43","",NA
"108","",12882,"Namirembe Primary School",1.0096,33.5516,"UNKNOWN","Uganda","UGA","Africa",9,2009,9,2009,6,15,99,40,0.404,"P. falciparum","Microscopy","",NA,"true","true","","Talisuna, A., . (2009) personal communication.","",NA
"109","",18876,"Sir Tito Winyi Primary School",1.3299,31.3056,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,66,42,0.6364,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"111","",7349,"Byeya Primary School",0.8751,30.5013,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,64,31,0.4844,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"112","",6084,"Mahani",0.3452,30.7714,"UNKNOWN","Uganda","UGA","Africa",6,1993,6,1993,0,99,50,11.8,0.236,"P. falciparum","Microscopy","",NA,"true","true","","Kilian, A.H.D. (1995). <i>Malaria control in Kabarole and Bundibugyo Districts-Western Uganda. International Support Programme for Malaria Control in the Framework of PHL.</i> 14.15.3.95. Munich. University of Munich and German Agency for Technical Co-operation (GTZ). 1-70","",NA
"113","",19376,"St. John's Ikumba",-1.1316,29.901,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,64,11,0.1719,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
"115","",9210,"Apegwec",2.372,32.621,"UNKNOWN","Uganda","UGA","Africa",5,1992,5,1992,0,14,86,35,0.407,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"116","",4593,"Mituuli",0.523,30.2832,"UNKNOWN","Uganda","UGA","Africa",6,1993,6,1993,0,99,50,6.15,0.123,"P. falciparum","Microscopy","",NA,"true","true","","Kilian, A.H.D. (1995). <i>Malaria control in Kabarole and Bundibugyo Districts-Western Uganda. International Support Programme for Malaria Control in the Framework of PHL.</i> 14.15.3.95. Munich. University of Munich and German Agency for Technical Co-operation (GTZ). 1-70","",NA
"117","",18189,"Secho Primary School",0.1354,33.8026,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,3,14,58,43,0.7414,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"118","",12050,"Ndifakulya",0.698,33.683,"UNKNOWN","Uganda","UGA","Africa",7,1993,7,1993,1,13,49,27,0.551,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"119","",16496,"Kamuli Sabawali",0.9443,33.1176,"UNKNOWN","Uganda","UGA","Africa",8,1996,8,1996,1,8,16,9,0.5625,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"120","",8336,"Elisa Zone (Kawempa Division)",0.3619,32.569,"URBAN","Uganda","UGA","Africa",5,1992,5,1992,0,99,42,15,0.3571,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"121","",18376,"Buyiga A Primary School",0.0311,32.1547,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,5,15,28,13,0.4643,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"122","",14203,"Musooli",0.2182,33.4728,"UNKNOWN","Uganda","UGA","Africa",7,1993,7,1993,1,14,52,47,0.9038,"P. falciparum","Microscopy","",NA,"true","true","","Okia, M. (1996). <i>Not found in the legacy system.</i> . Jinja. Ministry of Health. ","",NA
"123","",5852,"Kagolomol Primary School",-0.315,32.1996,"UNKNOWN","Uganda","UGA","Africa",1,2010,3,2010,2,12,14,0,0,"P. falciparum","Microscopy","",NA,"true","true","","Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0","",NA
"124","",12643,"Banda II (Nakawa Division)",0.3423,32.6329,"URBAN","Uganda","UGA","Africa",5,1992,5,1992,0,99,19,3,0.1579,"P. falciparum","Microscopy","",NA,"true","true",""," (1992). <i>Malaria situation analysis in Apac, Kabarole, Kampala and Rukingiri Districts: January to May 1992.</i> 696. Kampala. Communicable Diseases Control Division, Ministry of Health, Uganda/UNICEF/WHO. 1-87","",NA
"125","",8950,"Bura Primary School",3.2644,30.9493,"RURAL","Uganda","UGA","Africa",7,2006,8,2006,5,15,66,14,0.2121,"P. falciparum","Microscopy","",NA,"true","true","","Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",NA
